Channel Category,Views,Likes,Dislikes,Comments,Publish Date
Unknown-43,7546908,10466,3123,1207,2016-07-29
Entertainment,13810594,52215,4176,1282,2016-07-29
Unknown-43,8766655,16477,4693,1745,2016-07-24
Unknown-43,22792259,29556,11484,1974,2016-07-23
Entertainment,9920681,35405,3999,771,2016-07-22
Entertainment,7930565,18760,2494,563,2016-07-21
Entertainment,4522410,7150,2387,1054,2016-07-19
Unknown-43,2007087,3382,1055,1038,2016-07-15
Entertainment,10846604,27021,4118,980,2016-07-13
Entertainment,37604906,81332,15644,3051,2016-07-12
Entertainment,22585477,48551,8432,1631,2016-07-12
Entertainment,15010229,16406,8323,2164,2016-07-06
Entertainment,8314175,49396,3249,1622,2016-07-03
Entertainment,13182120,56228,5706,1365,2016-07-02
Unknown-43,10335264,12526,4592,1140,2016-06-30
Entertainment,690760,5064,171,134,2016-06-25
Unknown-43,8816242,12109,5217,1072,2016-06-23
Entertainment,26197146,93200,7998,3830,2016-06-23
Entertainment,7862755,53978,3349,2064,2016-06-19
Unknown-43,6646078,9973,3382,1238,2016-06-14
Unknown-43,5163244,26281,1533,539,2016-06-11
Unknown-43,4763193,23883,2269,872,2016-05-29
Unknown-43,5853585,24771,1905,554,2016-05-21
Unknown-43,18979233,71994,6328,2476,2016-05-21
Unknown-43,5839160,8436,3403,656,2016-05-16
Unknown-43,12710872,35241,4013,720,2016-05-15
Unknown-43,6777658,9444,3276,959,2016-05-11
Unknown-43,13305846,48504,5132,1507,2016-05-08
Unknown-43,12602562,23052,5919,1457,2016-03-16
Unknown-43,11500547,10544,4128,1178,2016-03-15
Unknown-43,4179457,7423,2350,513,2016-02-27
Unknown-43,10702517,10456,6201,986,2016-02-15
Unknown-43,6117515,8255,3290,961,2016-02-10
Unknown-43,19939647,24141,10918,2904,2015-12-22
Unknown-43,30403911,33370,18476,3354,2015-09-04
Unknown-43,36790135,33147,20193,3189,2015-04-17
Entertainment,5287927,20218,1950,360,2014-11-01
Unknown-43,3590890,5311,2150,492,2014-08-29
Entertainment,7651146,11068,3525,1738,2014-03-01
Entertainment,5568553,7575,1959,641,2014-02-02
Unknown-43,8610481,18887,4845,42,2013-11-01
Unknown-43,3452910,9432,2042,1,2013-11-01
Unknown-43,6673506,15341,4340,21,2013-10-28
Unknown-43,17094945,38444,12405,0,2013-10-27
Unknown-43,3124163,6766,1911,2,2013-10-27
Unknown-43,3144093,6965,1914,1,2013-10-27
Unknown-43,2638851,3455,906,228,2013-08-18
