Channel Category,Views,Likes,Dislikes,Comments,Publish Date
Gaming,5777300,175177,2683,11,2015-01-30
Gaming,11339908,526435,3552,28,2015-01-05
Gaming,10163937,283790,4125,13,2015-01-02
Gaming,13240252,299736,7616,0,2014-09-01
Gaming,9080878,327889,6224,30920,2014-08-09
Gaming,27600194,669811,13965,100294,2014-06-23
Comedy,14290910,504707,7168,52266,2014-06-14
Gaming,19505628,225572,6700,16265,2014-03-09
Comedy,83946860,1606326,43596,0,2013-06-04
Gaming,11123516,198743,2662,40705,2013-05-09
Gaming,1477729,38317,766,8720,2013-03-15
Entertainment,33706607,1033101,32414,0,2013-01-31
Gaming,413909,10384,94,1772,2012-02-20
Gaming,206056,6998,63,1013,2012-02-13
Gaming,212203,7084,50,1074,2012-02-12
Gaming,245819,7928,53,1205,2012-02-11
Gaming,327222,7488,61,1457,2012-02-09
Gaming,255744,7821,53,1348,2012-02-05
Gaming,587449,10062,119,1757,2011-12-20
Gaming,304394,10647,69,1293,2011-12-10
Gaming,618352,8784,150,960,2011-12-03
Gaming,276530,7722,35,886,2011-12-02
Gaming,215893,5163,37,664,2011-11-21
Gaming,1490708,23553,207,3438,2011-11-14
Gaming,223479,4533,53,641,2011-09-27
Gaming,274983,5762,64,1127,2011-09-25
Gaming,72439,1902,45,317,2011-09-16
Gaming,165805,5132,34,789,2011-09-01
Gaming,321211,6884,46,1314,2011-08-26
Gaming,77343,1314,22,184,2011-07-07
Gaming,97711,1721,28,204,2011-07-05
Gaming,89460,3295,18,369,2011-06-16
Gaming,132130,3768,32,484,2011-06-07
Gaming,140774,3945,43,660,2011-06-06
Gaming,248005,7732,88,787,2010-12-27
